img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,Rest.stopped,REST_code,REST_tGlob,REST_tLSL,attention_cross.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,11,1,1,1,1,11,5,82.51383350000833,,,,,,82.46174980000069,,,,2,82.51390780000656,79877.8740094,82.51383350000833,84.52114450000226,84.57210980000673,84.66509890000452,4,84.66512499999953,79880.0252303,85.73218210000778,85.73222050000913,85.75844580000557,5,85.75847030000295,79881.1185751,89.46220040001208,89.46223790000658,89.46229229999881,6,82.51385740000114,79877.873962,,078494,001,2025-09-01_17h04.56.615,Graz,,2025.1.1,39.22996290244257,2025-09-01 17h04.59.820519 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,12,2,1,1,2,12,8,89.488837900004,,,,,,89.46240620000754,,,,2,89.4889145000052,79884.8490166,89.488837900004,91.4863306000043,91.52626769999915,91.56252320000203,4,91.56254870000703,79886.9226537,92.735757500006,92.73579980000795,92.73894270000164,5,92.73896630000672,79888.0990708,96.4984933000087,96.49853190001159,96.49859230000584,6,89.48886230000062,79884.8489669,,078494,001,2025-09-01_17h04.56.615,Graz,,2025.1.1,39.22996290244257,2025-09-01 17h04.59.820519 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,13,3,1,1,3,13,3,96.5019878000021,,,,,,96.49870710000687,,,,2,96.50206410000101,79891.8621659,96.5019878000021,98.51638080000703,98.55828399999882,98.5735502000025,3,98.57357290000073,79893.9336775,99.8236126999982,99.82365840001148,100.14786940001068,5,100.14789290000044,79895.5079977,103.53475420000905,103.53479620000871,103.53485680000449,6,96.50201080000261,79891.8621155,,078494,001,2025-09-01_17h04.56.615,Graz,,2025.1.1,39.22996290244257,2025-09-01 17h04.59.820519 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,14,4,1,1,4,14,9,103.60685360000934,,,,,,103.53496489999816,,,,2,103.60692770000605,79898.9670293,103.60685360000934,105.54307680000784,105.58187040001212,105.73623000000953,4,105.73625280000851,79901.096358,106.8033543000056,106.80339490000915,106.8293379000097,5,106.82936260000861,79902.1894668,110.58514470000227,110.5851823000121,110.585238700005,6,103.60687800000596,79898.9669828,,078494,001,2025-09-01_17h04.56.615,Graz,,2025.1.1,39.22996290244257,2025-09-01 17h04.59.820519 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,15,5,1,1,5,15,1,110.61138240000582,,,,,,110.58534670001245,,,,2,110.61145750001015,79905.9715627,110.61138240000582,112.76643040000636,112.80477300001075,112.8891641000082,3,112.889187400011,79908.2492923,113.8447884000052,113.84482550001121,113.91753310000058,5,113.91755760001251,79909.277663,117.6128832000104,117.61292110000795,117.61297650000779,6,110.61140650000016,79905.9715114,,078494,001,2025-09-01_17h04.56.615,Graz,,2025.1.1,39.22996290244257,2025-09-01 17h04.59.820519 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,16,6,1,1,6,16,7,117.66274179999891,,,,,,117.61308150000696,,,,2,117.66281570000865,79913.0229173,117.66274179999891,119.70703260001028,119.74794349999866,119.83002839999972,4,119.83005180000328,79915.1901564,120.90985380001075,120.90989300000365,120.95978920000198,5,120.95981300000858,79916.3199176,124.62904790000175,124.62908959999913,124.62914820000879,6,117.66276490000018,79913.0228694,,078494,001,2025-09-01_17h04.56.615,Graz,,2025.1.1,39.22996290244257,2025-09-01 17h04.59.820519 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,17,7,1,1,7,17,0,124.70197360000748,,,,,,124.62925399999949,,,,2,124.7020513000025,79920.062153,124.70197360000748,126.69545579999976,126.73490220001258,126.86693699999887,3,126.86696140001004,79922.2270663,127.92122850001033,127.92126730000018,127.97051199999987,5,127.97053830001096,79923.3306433,131.6480397000123,131.64808090000588,131.64813990000403,6,124.70199640000646,79920.0621013,,078494,001,2025-09-01_17h04.56.615,Graz,,2025.1.1,39.22996290244257,2025-09-01 17h04.59.820519 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,18,8,1,1,8,18,6,131.67995130000054,,,,,,131.64826900001208,,,,2,131.68004530000326,79927.0401475,131.67995130000054,133.65672210000048,133.69832080000197,133.70980060000147,4,133.7098141000024,79929.069918,134.90961550000065,134.9096556000004,134.93488980000257,5,134.93491560000984,79930.2950207,138.6614860000118,138.66153040000063,138.66159750000224,6,131.67997599999944,79927.0400812,,078494,001,2025-09-01_17h04.56.615,Graz,,2025.1.1,39.22996290244257,2025-09-01 17h04.59.820519 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,19,9,1,1,9,19,2,138.6871497000102,,,,,,138.6617155999993,,,,2,138.6872360999987,79934.0473376,138.6871497000102,140.6664591000008,140.70396590000018,140.76705760000914,3,140.76708489999874,79936.1271898,141.93443860000116,141.93448180000996,141.95984360000875,5,141.9598602000042,79937.3199643,145.68199750001077,145.68205180000223,145.68213710001146,6,138.68717740000284,79934.047283,,078494,001,2025-09-01_17h04.56.615,Graz,,2025.1.1,39.22996290244257,2025-09-01 17h04.59.820519 -0300,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,145.68397750001168,79941.0440828,,,,,,,,,,
