img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,attention_cross.stopped,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,attempt.stopped,Attempt.stopped,Rest.started,Rest.stopped,REST_code,REST_tGlob,REST_tLSL,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,8,8,0,0,8,8,3,61.1817990999989,,,,,,61.15519649999624,,,,2,61.18187939999916,74898.0539111,61.1817990999989,,63.165229499994894,63.206973799999105,63.21796569999424,3,63.21797909999441,74900.0900129,64.42656269999861,64.42660099999921,64.45480849999876,5,64.45483119999699,74901.326866,,68.16264959999535,68.16269369999645,68.1627615000034,6,61.18182440000237,74898.05386,694220,001,2025-09-01_15h42.13.843,Graz,,2025.1.1,38.2316047680679,2025-09-01 15h42.21.331094 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,9,9,0,0,9,9,6,68.16559029999189,,,,,,68.1628791999974,,,,2,68.16567649999342,74905.0377086,68.16559029999189,,70.17198749999807,70.21825370000442,70.22462880000239,4,70.22464099999343,74907.0966746,71.4257007999986,71.42575330000545,71.45175599999493,5,71.45177889999468,74908.3238136,,75.1735372999974,75.17357899999479,75.17364019999513,6,68.16561559999536,74905.0376507,694220,001,2025-09-01_15h42.13.843,Graz,,2025.1.1,38.2316047680679,2025-09-01 15h42.21.331094 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,10,0,1,1,0,10,1,75.17702570000256,,,,,,75.17375600000378,,,,2,75.17708150000544,74912.049113,75.17702570000256,,77.18381220000447,77.22067769999558,77.23559070000192,3,77.23560739999812,74914.1076417,78.43165769999905,78.43170230000396,78.43443179999304,5,78.43445259999135,74915.3064893,82.19416879999335,82.16724739999336,82.16727659999742,82.16731069999514,6,75.17703849999816,74912.0490729,694220,001,2025-09-01_15h42.13.843,Graz,,2025.1.1,38.2316047680679,2025-09-01 15h42.21.331094 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,11,1,1,1,1,11,4,82.19416879999335,,,,,,82.16744699999981,,,,2,82.19424589999835,74919.0662775,82.19416879999335,,84.17095790000167,84.20908529999724,84.22296420000202,3,84.22298449999653,74921.0950193,85.4215039999981,85.42154090000258,85.42394949999289,5,85.4239760999917,74922.2960124,,89.18005949999497,89.18009579999489,89.18015339999693,6,82.19419480000215,74919.0662297,694220,001,2025-09-01_15h42.13.843,Graz,,2025.1.1,38.2316047680679,2025-09-01 15h42.21.331094 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,12,2,1,1,2,12,7,89.18350559999817,,,,,,89.18025730000227,,,,2,89.18356419999327,74926.0555956,89.18350559999817,,91.18171770000481,91.2212365000014,91.23425929999212,4,91.23427359999914,74928.1063077,92.43467610000516,92.43471309999586,92.43719280000369,5,92.43721989999176,74929.3092579,,96.1856073999952,96.18569399999978,96.18583319999743,6,89.18352180000511,74926.0555559,694220,001,2025-09-01_15h42.13.843,Graz,,2025.1.1,38.2316047680679,2025-09-01 15h42.21.331094 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,13,3,1,1,3,13,0,96.2112960999948,,,,,,96.18609309999738,,,,2,96.21138300000166,74933.08342,96.2112960999948,,98.19839570000477,98.23570130000007,98.25486990000354,3,98.25489389999711,74935.126929,99.4359889000043,99.43603169999551,99.46387099999993,5,99.46389260000433,74936.3359273,,103.20372689999931,103.2037879999989,103.203909200005,6,96.2113207999937,74933.0833569,694220,001,2025-09-01_15h42.13.843,Graz,,2025.1.1,38.2316047680679,2025-09-01 15h42.21.331094 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,14,4,1,1,4,14,2,103.27886609999405,,,,,,103.20411069999682,,,,2,103.2789422999922,74940.1509737,103.27886609999405,,105.28197799999907,105.3214439000003,105.40495060000103,3,105.4049931000045,74942.277032,106.5208258999919,106.52086629999394,106.57145350000064,5,106.57148769999912,74943.4435257,,110.25421800000186,110.25425769999856,110.25431979999121,6,103.27888850000454,74940.1509236,694220,001,2025-09-01_15h42.13.843,Graz,,2025.1.1,38.2316047680679,2025-09-01 15h42.21.331094 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,15,5,1,1,5,15,9,110.30455020000227,,,,,,110.25443549999909,,,,2,110.30462819999957,74947.1766599,110.30455020000227,,112.28186299999652,112.3201071999938,112.47711700000218,4,112.47715019999305,74949.3491873,113.539300000004,113.53933719999623,113.66186279999965,5,113.66189000000304,74950.5339252,,117.27803289999429,117.27811539999675,117.27817859999777,6,110.30457520000346,74947.17661,694220,001,2025-09-01_15h42.13.843,Graz,,2025.1.1,38.2316047680679,2025-09-01 15h42.21.331094 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,16,6,1,1,6,16,5,117.38530639999954,,,,,,117.27829669999483,,,,2,117.38540379999904,74954.2574355,117.38530639999954,,119.27862329999334,119.31712930000504,119.44958099999349,4,119.44960690000153,74956.3216417,120.54570400000375,120.54574180000054,120.56551380000019,5,120.56553720000375,74957.4375726,,124.30647999999928,124.30652009999903,124.30658089999633,6,117.38533740000275,74954.2573737,694220,001,2025-09-01_15h42.13.843,Graz,,2025.1.1,38.2316047680679,2025-09-01 15h42.21.331094 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,17,7,1,1,7,17,8,124.30928639999183,,,,,,124.30669070000295,,,,2,124.30937099999574,74961.1814033,124.30928639999183,,126.31069529999513,126.40780559999985,126.46856340000522,4,126.46858770000108,74963.3406228,127.56925509999564,127.56929479999235,127.628443900001,5,127.62846969999373,74964.5005042,,131.30926049999835,131.30932519999624,131.30941390000226,6,124.3093116999953,74961.181347,694220,001,2025-09-01_15h42.13.843,Graz,,2025.1.1,38.2316047680679,2025-09-01 15h42.21.331094 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,18,8,1,1,8,18,3,131.33576410000387,,,,,,131.30954960000236,,,,2,131.33583779999753,74968.207869,131.33576410000387,,133.3162444000045,133.35300400000415,133.36464509999496,3,133.3646657999925,74970.2367002,,,,,,,,,,,6,131.33578660000057,74968.2078215,,,,,,,,,
