img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,attention_cross.stopped,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,image_2.started,REST_code,REST_tGlob,REST_tLSL,Rest.stopped,attempt.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
D:\Documentos\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,9,9,0,0,9,9,3,84.09892010001931,,,,,,84.08301920001395,,,,2,84.09893790003844,527071.4284891,84.09892010001931,,86.0825416999869,86.11379179998767,86.13325549999718,3,86.13327550003305,527073.4628285,87.33244689996354,87.33247859997209,87.34912280004937,5,87.34913920005783,527074.6786904,91.08298369997647,91.08301429997664,91.09910730004776,6,91.09911970002577,527078.4286698,93.08270439994521,,788573,001,2025-09-08_17h28.58.730,Graz,,2025.1.1,59.998871998647864,2025-09-08 17h29.01.556378 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,10,0,1,1,0,10,8,93.09956070000771,,,,,,93.08280630002264,,,,2,93.09958180005196,527080.4291331,93.09956070000771,,95.08252900000662,95.11373069998808,95.11658190004528,4,95.1165927000111,527082.4461431,96.33259570004884,96.33262730005663,96.34917349996977,5,96.34918619995005,527083.6787368,100.0828125999542,100.08284319995437,100.09926329995506,6,100.09927879995666,527087.42883,102.08288360002916,,788573,001,2025-09-08_17h28.58.730,Graz,,2025.1.1,59.998871998647864,2025-09-08 17h29.01.556378 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,11,1,1,1,1,11,2,102.09938330005389,,,,,,102.08298549999017,,,,2,102.0994068,527089.4289588,102.09938330005389,,104.0827248999849,104.11314599995967,104.11669739999343,3,104.11670809995849,527091.446259,105.33294840005692,105.33298139995895,105.34985110000707,5,105.3498676000163,527092.6794191,109.08291750005446,109.0829474000493,109.09944100002758,6,109.09945410001092,527096.4290048,111.08298369997647,,788573,001,2025-09-08_17h28.58.730,Graz,,2025.1.1,59.998871998647864,2025-09-08 17h29.01.556378 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,12,2,1,1,2,12,0,111.09960029996,,,,,,111.0830870999489,,,,2,111.09962280001491,527098.4291746,111.09960029996,,113.0833601000486,113.11426169995684,113.13355200004298,3,113.13356470002327,527100.4631159,114.33290969999507,114.33294079999905,114.34950510005001,5,114.34951920004096,527101.6790701,118.0830883999588,118.08312089997344,118.09960840002168,6,118.09962290001567,527105.4291736,120.08363690006081,,788573,001,2025-09-08_17h28.58.730,Graz,,2025.1.1,59.998871998647864,2025-09-08 17h29.01.556378 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,13,3,1,1,3,13,6,120.09973040001933,,,,,,120.08374200004619,,,,2,120.0997504000552,527107.4293019,120.09973040001933,,122.0832699999446,122.11495620000642,122.13380850001704,4,122.13382420002017,527109.4633758,123.33321589999832,123.33324760000687,123.34982789994683,5,123.34984280006029,527110.6793941,127.08321660000365,127.08324659999926,127.10007659997791,6,127.10009339998942,527114.4296447,129.08335940004326,,788573,001,2025-09-08_17h28.58.730,Graz,,2025.1.1,59.998871998647864,2025-09-08 17h29.01.556378 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,14,4,1,1,4,14,4,129.09982939995825,,,,,,129.0834707999602,,,,2,129.09985009999946,527116.4294015,129.09982939995825,,131.0832933000056,131.1140801999718,131.11725829995703,3,131.11727020004764,527118.4468214,132.33337340003345,132.33340710005723,132.3499649000587,5,132.34997950005345,527119.6795306,136.0834259999683,136.08345479995478,136.10055740003008,6,136.1005742000416,527123.4301254,138.08354989998043,,788573,001,2025-09-08_17h28.58.730,Graz,,2025.1.1,59.998871998647864,2025-09-08 17h29.01.556378 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,15,5,1,1,5,15,9,138.1005016999552,,,,,,138.08367169997655,,,,2,138.10052350000478,527125.4300749,138.1005016999552,,140.0835130000487,140.11542950000148,140.1341094999807,4,140.13412439997774,527127.4636754,141.33360160002485,141.33363320003264,141.35060809995048,5,141.3506240999559,527128.680175,145.08379850001074,145.08383170003071,145.10040200001094,6,145.1004202000331,527132.4299719,147.08359719999135,,788573,001,2025-09-08_17h28.58.730,Graz,,2025.1.1,59.998871998647864,2025-09-08 17h29.01.556378 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,16,6,1,1,6,16,1,147.10016080003697,,,,,,147.0836975000566,,,,2,147.1001805999549,527134.429732,147.10016080003697,,149.0836149000097,149.11418869998306,149.11756719998084,3,149.11757829994895,527136.447129,150.3337218000088,150.33375430002343,150.35080629994627,5,150.3508227999555,527137.6803733,154.08377090003341,154.0837999000214,154.10034560004715,6,154.1003592000343,527141.4299097,156.08382719999645,,788573,001,2025-09-08_17h28.58.730,Graz,,2025.1.1,59.998871998647864,2025-09-08 17h29.01.556378 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,17,7,1,1,7,17,3,156.10088599997107,,,,,,156.08392839995213,,,,2,156.10091280005872,527143.430465,156.10088599997107,,158.08375340001658,158.1145651000552,158.11866080004256,3,158.11867140000686,527145.4482221,159.33383719995618,159.33386929996777,159.3504421999678,5,159.3504563999595,527146.6800076,163.08397290005814,163.0840030000545,163.10049230000004,6,163.10050649999175,527150.4300573,165.08403859997634,,788573,001,2025-09-08_17h28.58.730,Graz,,2025.1.1,59.998871998647864,2025-09-08 17h29.01.556378 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,18,8,1,1,8,18,5,165.10103769996203,,,,,,165.08414010005072,,,,2,165.10106040001847,527152.4306122,165.10103769996203,,167.08392080001067,167.11574449995533,167.13545319996774,4,167.13546979997773,527154.465021,168.33406300004572,168.33409420005046,168.3506655000383,5,168.35067890002392,527155.6802296,172.0842510999646,172.08428069995716,172.10082159994636,6,172.10083640005905,527159.4303877,174.08415340003558,,788573,001,2025-09-08_17h28.58.730,Graz,,2025.1.1,59.998871998647864,2025-09-08 17h29.01.556378 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,19,9,1,1,9,19,7,174.1006602999987,,,,,,174.08425169996917,,,,2,174.10067850002088,527161.4302291,174.1006602999987,,176.0842202999629,176.11745050002355,176.13573750003707,4,176.13575280003715,527163.4653037,177.33427540003322,177.33433019998483,177.35129889997188,5,177.3513156999834,527164.6808667,181.08428049995564,181.084310599952,181.10082339996006,6,181.10083610005677,527168.4303868,183.08430989994667,,788573,001,2025-09-08_17h28.58.730,Graz,,2025.1.1,59.998871998647864,2025-09-08 17h29.01.556378 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,20,0,2,2,0,20,2,183.10084670002107,,,,,,183.08441949996632,,,,2,183.10086540004704,527170.4304162,183.10084670002107,,185.08431439998094,185.11504589999095,185.11823100002948,3,185.11824119999073,527172.4477919,186.33476380002685,186.33480129996315,186.35132340004202,5,186.3513403000543,527173.6808916,190.08493140002247,190.0849626000272,190.10104019998107,6,190.10105419997126,527177.4306046,192.08445740002207,,788573,001,2025-09-08_17h28.58.730,Graz,,2025.1.1,59.998871998647864,2025-09-08 17h29.01.556378 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,21,1,2,2,1,21,7,192.10102039994672,,,,,,192.08456190000288,,,,2,192.1010398999788,527179.4305908,192.10102039994672,,194.08459820004646,194.11605249997228,194.13599049998447,4,194.1360198999755,527181.4655728,195.33455579995643,195.33458739996422,195.35109220002778,5,195.35110500000883,527182.6806556,199.08461599994916,199.08464530005585,199.10125920001883,6,199.10127540002577,527186.430826,201.08465470001101,,788573,001,2025-09-08_17h28.58.730,Graz,,2025.1.1,59.998871998647864,2025-09-08 17h29.01.556378 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,22,2,2,2,2,22,3,201.1011726000579,,,,,,201.08475349994842,,,,2,201.10119079996366,527188.4307423,201.1011726000579,,203.0846531999996,203.11533089994919,203.11862700001802,3,203.11863809998613,527190.4481893,204.3348497999832,204.3348855000222,204.3514506999636,5,204.3514682999812,527191.6810198,208.08472279994749,208.08475290006027,208.1013242000481,6,208.10133750003297,527195.430888,210.08475449995603,,788573,001,2025-09-08_17h28.58.730,Graz,,2025.1.1,59.998871998647864,2025-09-08 17h29.01.556378 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,23,3,2,2,3,23,5,210.10134169994853,,,,,,210.0848537000129,,,,2,210.10136059997603,527197.4309115,210.10134169994853,,212.08475869998801,212.11669289995916,212.13629279995803,4,212.13630949996877,527199.4658619,213.33537280000746,213.33540470001753,213.35145169997122,5,213.3514646999538,527200.6810153,217.08494670002256,217.08497690001968,217.1015475000022,6,217.10156340000685,527204.431115,219.08491079998203,,788573,001,2025-09-08_17h28.58.730,Graz,,2025.1.1,59.998871998647864,2025-09-08 17h29.01.556378 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,24,4,2,2,4,24,0,219.10163169994485,,,,,,219.08500960003585,,,,2,219.10165470000356,527206.4312068,219.10163169994485,,221.08502869994845,221.11605730000883,221.1189626000123,3,221.11897670000326,527208.4485288,222.33513140003197,222.33516599994618,222.35212619998492,5,222.35214089998044,527209.6816913,226.08521910000127,226.08525390003342,226.10217940004077,6,226.10219550004695,527213.4317468,228.0851729999995,,788573,001,2025-09-08_17h28.58.730,Graz,,2025.1.1,59.998871998647864,2025-09-08 17h29.01.556378 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,25,5,2,2,5,25,4,228.1022065000143,,,,,,228.0852787999902,,,,2,228.1022281999467,527215.4317793,228.1022065000143,,230.08564129995648,230.11695089994464,230.1357995000435,3,230.1358140000375,527217.4653651,231.33521160006057,231.33524319995195,231.35182300000452,5,231.35183739999775,527218.6813884,235.08581730001606,235.08584860002156,235.10188319999725,6,235.10189669998363,527222.4314477,237.08529630000703,,788573,001,2025-09-08_17h28.58.730,Graz,,2025.1.1,59.998871998647864,2025-09-08 17h29.01.556378 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,26,6,2,2,6,26,1,237.10186319996137,,,,,,237.08539889997337,,,,2,237.10188380000181,527224.4314355,237.10186319996137,,239.08525130001362,239.11635759996716,239.11930559994653,3,239.1193194000516,527226.4488705,240.33531620004214,240.3353476000484,240.351977000013,5,240.35199180000927,527227.6815432,244.08544439997058,244.08547519997228,244.1019985000603,6,244.1020117000444,527231.4315626,246.08548650005832,,788573,001,2025-09-08_17h28.58.730,Graz,,2025.1.1,59.998871998647864,2025-09-08 17h29.01.556378 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,27,7,2,2,7,27,6,246.1020595000591,,,,,,246.08559220004827,,,,2,246.10208179999609,527233.4316333,246.1020595000591,,248.08543019997887,248.11722979997285,248.13614680001047,4,248.13616130000446,527235.4657128,249.33599659998436,249.3360282999929,249.35211810003966,5,249.352131200023,527236.6816816,253.08573910000268,253.08577110001352,253.10268729995005,6,253.10270229994785,527240.4322528,255.08565490006004,,788573,001,2025-09-08_17h28.58.730,Graz,,2025.1.1,59.998871998647864,2025-09-08 17h29.01.556378 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,28,8,2,2,8,28,9,255.10215589997824,,,,,,255.08576369995717,,,,2,255.1021735999966,527242.4317244,255.10215589997824,,257.0856458999915,257.1207183999941,257.1371660999721,4,257.137181899976,527244.4667332,258.3357656999724,258.3357985999901,258.35229740000796,5,258.352312300005,527245.6818629,262.0858451999957,262.08587609999813,262.1023902000161,6,262.1024041000055,527249.4319545,264.0858429999789,,788573,001,2025-09-08_17h28.58.730,Graz,,2025.1.1,59.998871998647864,2025-09-08 17h29.01.556378 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,29,9,2,2,9,29,8,264.10241279995535,,,,,,264.08595259999856,,,,2,264.1024357000133,527251.4319876,264.10241279995535,,266.085885199951,266.11870300001465,266.13660249998793,4,266.13662160001695,527253.4661739,267.3197069000453,267.3197408999549,267.335764599964,5,267.3357773999451,527254.6653282,271.0692600000184,271.06928419996984,271.08592129999306,6,271.0859430000419,527258.4154942,273.06929250003304,271.08592129999306,788573,001,2025-09-08_17h28.58.730,Graz,,2025.1.1,59.998871998647864,2025-09-08 17h29.01.556378 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,30,0,3,3,0,30,5,273.08594360004645,,,,,,273.06939409999177,,,,2,273.08596579998266,527260.4155174,273.08594360004645,,275.069290000014,275.1018852000125,275.12081370002124,4,275.1208307000343,527262.4503826,276.3193949999986,276.31942800001707,276.33594410005026,5,276.3359574000351,527263.6655083,280.0694787000539,280.0695095000556,280.0860177000286,6,280.0860311000142,527267.4155822,282.07002179999836,,788573,001,2025-09-08_17h28.58.730,Graz,,2025.1.1,59.998871998647864,2025-09-08 17h29.01.556378 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,31,1,3,3,1,31,8,282.08605399995577,,,,,,282.0701285999967,,,,2,282.0860730999848,527269.4156242,282.08605399995577,,284.0694908000296,284.1013204000192,284.12011200003326,4,284.1201264000265,527271.4496775,285.3196135000326,285.31964620004874,285.33625639998354,5,285.33627089997754,527272.6658217,289.0698526999913,289.06988309998997,289.08668970002327,6,289.086706400034,527276.416257,291.0695958000142,,788573,001,2025-09-08_17h28.58.730,Graz,,2025.1.1,59.998871998647864,2025-09-08 17h29.01.556378 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,32,2,3,3,2,32,7,291.08614769997075,,,,,,291.0697056000354,,,,2,291.0861653999891,527278.4157166,291.08614769997075,,293.07015889999457,293.1017501000315,293.12027710000984,4,293.1202917000046,527280.4498431,294.3196448000381,294.31967620004434,294.3362607000163,5,294.33627420000266,527281.6658249,298.0698579000309,298.06989090004936,298.086433700053,6,298.08644920005463,527285.4160003,300.06976049998775,,788573,001,2025-09-08_17h28.58.730,Graz,,2025.1.1,59.998871998647864,2025-09-08 17h29.01.556378 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,33,3,3,3,3,33,2,300.0864726,,,,,,300.0698632999556,,,,2,300.0864953000564,527287.4160471,300.0864726,,302.06975639995653,302.10031759995036,302.1046217000112,3,302.10463419998996,527289.4341858,303.3198642999632,303.3198961999733,303.3364670999581,5,303.3364803000586,527290.6660307,307.0699690999463,307.0700003999518,307.08652000001166,6,307.08653299999423,527294.4160835,309.07001300004777,,788573,001,2025-09-08_17h28.58.730,Graz,,2025.1.1,59.998871998647864,2025-09-08 17h29.01.556378 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,34,4,3,3,4,34,4,309.08654509996995,,,,,,309.0701158000156,,,,2,309.08656530000735,527296.4161172,309.08654509996995,,311.06995789997745,311.1019780000206,311.1214641999686,3,311.1214810999809,527298.4510323,312.3205215999624,312.32055349997245,312.33665019995533,5,312.3366644999478,527299.6662153,316.07016899995506,316.07019959995523,316.0872168999631,6,316.0872342999792,527303.4167853,318.0701109999791,,788573,001,2025-09-08_17h28.58.730,Graz,,2025.1.1,59.998871998647864,2025-09-08 17h29.01.556378 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,35,5,3,3,5,35,6,318.08677459997125,,,,,,318.0702179999789,,,,2,318.08679630002007,527305.4163473,318.08677459997125,,320.07009920000564,320.1015107999556,320.1207722000545,4,320.1207853000378,527307.4503363,321.32016899995506,321.3202009999659,321.33688199997414,5,321.3368999999948,527308.6664517,325.07045180001296,325.07048500003293,325.08699350000825,6,325.08701080002356,527312.416562,327.07040860003326,,788573,001,2025-09-08_17h28.58.730,Graz,,2025.1.1,59.998871998647864,2025-09-08 17h29.01.556378 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,36,6,3,3,6,36,9,327.08736779994797,,,,,,327.0705117000034,,,,2,327.0873905000044,527314.4169416,327.08736779994797,,329.07079180004075,329.1022922999691,329.12098520004656,4,329.1210009000497,527316.4505535,330.3203365999507,330.32036979997065,330.33696059999056,5,330.33697459998075,527317.6665256,334.0704187999945,334.07045050000306,334.08706769999117,6,334.08708199998364,527321.4166324,336.07098710001446,,788573,001,2025-09-08_17h28.58.730,Graz,,2025.1.1,59.998871998647864,2025-09-08 17h29.01.556378 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,37,7,3,3,7,37,1,336.0870867000194,,,,,,336.071093400009,,,,2,336.0871062000515,527323.4166594,336.0870867000194,,338.0704980000155,338.10185430001,338.12167340004817,3,338.12168820004445,527325.4512399,339.32048959995154,339.3205212999601,339.33709779998753,5,339.3371104999678,527326.6666609,343.07062699995004,343.07065680006053,343.0877173000481,6,343.0877341000596,527330.4172848,345.070647799992,,788573,001,2025-09-08_17h28.58.730,Graz,,2025.1.1,59.998871998647864,2025-09-08 17h29.01.556378 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,38,8,3,3,8,38,3,345.08721959998365,,,,,,345.0707499999553,,,,2,345.0872386000119,527332.4167895,345.08721959998365,,347.0707346999552,347.10176570003387,347.1050917999819,3,347.10510329995304,527334.4346542,348.32071780005936,348.3207486999454,348.3378045000136,5,348.3378213000251,527335.6673721,352.07125669997185,352.07128779997583,352.0873783000279,6,352.0873934000265,527339.4169442,354.0709330999525,,788573,001,2025-09-08_17h28.58.730,Graz,,2025.1.1,59.998871998647864,2025-09-08 17h29.01.556378 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,39,9,3,3,9,39,0,354.08748139999807,,,,,,354.0710441999836,,,,2,354.087499700021,527341.4170509,354.08748139999807,,356.0708428999642,356.1015503000235,356.10489139996935,3,356.1049048999557,527343.4344558,357.3209109000163,357.3209422000218,357.3375486000441,5,357.3375642000465,527344.6671156,361.07095950003713,361.0709906000411,361.0875250999816,6,361.0875392999733,527348.4170898,363.07093749998603,,788573,001,2025-09-08_17h28.58.730,Graz,,2025.1.1,59.998871998647864,2025-09-08 17h29.01.556378 -0300,
