img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,attention_cross.stopped,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,Attempt.stopped,Rest.started,image_2.started,REST_code,REST_tGlob,REST_tLSL,Rest.stopped,image_2.stopped,attempt.stopped,End.started,End.stopped,BLOCK_END_code,BLOCK_END_tGlob,BLOCK_END_tLSL,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,9,9,0,0,9,9,8,84.0948782999767,,,,,,84.0783713000128,,,,2,84.09490050002933,607309.3522727,84.0948782999767,,86.07798129995354,86.11630830005743,86.12945829995442,4,86.12947859999258,607311.3868517,87.31307919998653,87.31311170000117,87.32958300004248,5,87.32959980005398,607312.5869717,91.07855420000851,91.07858750002924,91.09517129999585,6,91.09518880001269,607316.352561,93.0775830000639,,,,,,,,225412,001,2026-06-22_14h38.53.130,Graz,,2025.1.1,59.953691778791814,2026-06-22 14h40.17.073764 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,10,0,1,1,0,10,1,93.09421570005361,,,,,,93.07768560003024,,,,2,93.0942332999548,607318.3516052,93.09421570005361,,95.07811680005398,95.11530790000688,95.12972700002138,3,95.12974420003593,607320.387117,96.32856040005572,96.32859319995623,96.3448558000382,5,96.34487220004667,607321.6022442,100.07769589999225,100.07772679999471,100.0942997999955,6,100.09431279997807,607325.351684,102.07795249996707,,,,,,,,225412,001,2026-06-22_14h38.53.130,Graz,,2025.1.1,59.953691778791814,2026-06-22 14h40.17.073764 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,11,1,1,1,1,11,0,102.0944139000494,,,,,,102.07805250003003,,,,2,102.09443519997876,607327.3518072,102.0944139000494,,104.07777440000791,104.11350990005303,104.12864979996812,3,104.12866260006558,607329.3860346,105.3284447999904,105.32847710000351,105.34464659995865,5,105.34466319996864,607330.6020352,109.07788670004811,109.07791630004067,109.09449940000195,6,109.09451119997539,607334.3518823,111.06233330001123,,,,,,,,225412,001,2026-06-22_14h38.53.130,Graz,,2025.1.1,59.953691778791814,2026-06-22 14h40.17.073764 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,12,2,1,1,2,12,9,111.07887490000576,,,,,,111.06243539997377,,,,2,111.07889760006219,607336.3362694,111.07887490000576,,113.07792800001334,113.11477970005944,113.12880189996213,4,113.12881280004513,607338.3861853,114.31227090000175,114.31230350001715,114.32837500004098,5,114.32839070004411,607339.5857625,118.06143470003735,118.06145909999032,118.07811190001667,6,118.0781413000077,607343.3355164,120.06198430003133,120.0785218999954,118.07811190001667,,,,,,225412,001,2026-06-22_14h38.53.130,Graz,,2025.1.1,59.953691778791814,2026-06-22 14h40.17.073764 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,13,3,1,1,3,13,5,120.0785218999954,,,,,,120.06207940005697,,,,2,120.07854490005411,607345.3359171,120.0785218999954,122.11235029995441,122.06157719995826,122.09879429999273,122.11235029995441,4,122.11236719996668,607347.3697391,123.32826800004113,123.32829910004511,123.34481549996417,5,123.3448289000662,607348.6022002,127.07827920001,127.07830890000332,127.09486750001088,6,127.09488230000716,607352.3522541,129.07827850000467,,,,,,,,225412,001,2026-06-22_14h38.53.130,Graz,,2025.1.1,59.953691778791814,2026-06-22 14h40.17.073764 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,14,4,1,1,4,14,3,129.09487400006037,,,,,,129.07838329998776,,,,2,129.0948879000498,607354.3522593,129.09487400006037,,131.0783602000447,131.11493419995531,131.12919490004424,3,131.1292087000329,607356.3865806,132.31237800000235,132.31241120002232,132.32917070004623,5,132.32918620004784,607357.5865574,136.0623612999916,136.06239199999254,136.07843530003447,6,136.07845190004446,607361.3358235,138.06210189999547,,,,,,,,225412,001,2026-06-22_14h38.53.130,Graz,,2025.1.1,59.953691778791814,2026-06-22 14h40.17.073764 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,15,5,1,1,5,15,2,138.0788287000032,,,,,,138.06220649997704,,,,2,138.07884960004594,607363.3362214,138.0788287000032,,140.0623391000554,140.10009730001912,140.1133621999761,3,140.11337939999066,607365.370752,141.31242219998967,141.31245780002791,141.32915670005605,5,141.32917330006603,607366.5865456,145.0619264000561,145.06195240002126,145.07850850000978,6,145.07852390001062,607370.3358951,147.06202870002016,,145.07850850000978,,,,,,225412,001,2026-06-22_14h38.53.130,Graz,,2025.1.1,59.953691778791814,2026-06-22 14h40.17.073764 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,16,6,1,1,6,16,8,147.07860240002628,,,,,,147.062128999969,,,,2,147.07861960004084,607372.3359912,147.07860240002628,,149.06209979997948,149.09898360003717,149.11286750005092,4,149.1128792000236,607374.370251,150.31259039998986,150.31262310000602,150.32959850004409,5,150.3296153000556,607375.5869872,154.06209909997415,154.0621273999568,154.07872220000718,6,154.07873499998823,607379.3361064,156.0638151000021,,,,,,,,225412,001,2026-06-22_14h38.53.130,Graz,,2025.1.1,59.953691778791814,2026-06-22 14h40.17.073764 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,17,7,1,1,7,17,6,156.0793242000509,,,,,,156.06391889997758,,,,2,156.07934679999016,607381.3367188,156.0793242000509,,158.06211559998337,158.09894529997837,158.11302879999857,4,158.11304069997277,607383.370413,159.31270460004453,159.31273800006602,159.32940609997604,5,159.3294219999807,607384.5867934,163.06231389997993,163.06236059998628,163.07913700002246,6,163.0791621999815,607388.3365366,165.0628110000398,,,,,,,,225412,001,2026-06-22_14h38.53.130,Graz,,2025.1.1,59.953691778791814,2026-06-22 14h40.17.073764 -0300,
D:\Documentos\GitHub\real_time_bci\stims\left_hand.png,LEFT_MI_STIM,18,8,1,1,8,18,4,165.079077100032,,,,,,165.06291089998558,,,,2,165.07909919996746,607390.3364715,165.079077100032,,167.0622710000025,167.09834430005867,167.113182400004,3,167.1131934999721,607392.3705651,168.31315359997097,168.31318699999247,168.32973490003496,5,168.32975210004952,607393.5871238,172.0623920999933,172.06242099998053,172.07901740004309,6,172.07903020002414,607397.3364016,174.06242269999348,,,,,,,,225412,001,2026-06-22_14h38.53.130,Graz,,2025.1.1,59.953691778791814,2026-06-22 14h40.17.073764 -0300,
D:\Documentos\GitHub\real_time_bci\stims\right_hand.png,RIGHT_MI_STIM,19,9,1,1,9,19,7,174.0790582000045,,,,,,174.06252729997505,,,,2,174.07907420000993,607399.3364455,174.0790582000045,,176.06245840003248,176.09957740001846,176.11339159996714,4,176.11340320005547,607401.370775,177.31327869999222,177.31331660004798,177.329889500048,5,177.32991039997432,607402.5872837,181.06334700004663,181.06337690004148,181.07934399996884,6,181.07935999997426,607406.3367318,183.06269569997676,,,,,,,,225412,001,2026-06-22_14h38.53.130,Graz,,2025.1.1,59.953691778791814,2026-06-22 14h40.17.073764 -0300,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.06276280002203,183.06280930002686,,,,225412,001,2026-06-22_14h38.53.130,Graz,,2025.1.1,59.953691778791814,2026-06-22 14h40.17.073764 -0300,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,183.07913570001256,607408.3365071,,,,,,,,,
