img,event_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Start_LSL.started,Start_LSL.stopped,Baseline.started,Baseline.stopped,Attention.started,BASELINE_code,BASELINE_tGlob,BASELINE_tLSL,ATTENTION_code,ATTENTION_tGlob,ATTENTION_tLSL,attention_cross.started,Attention.stopped,Stim.started,motor_cue.started,STIM_code,STIM_tGlob,STIM_tLSL,Stim.stopped,Attempt.started,attempt.started,ATTEMPT_code,ATTEMPT_tGlob,ATTEMPT_tLSL,attempt.stopped,Attempt.stopped,Rest.started,Rest.stopped,REST_code,REST_tGlob,REST_tLSL,attention_cross.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,8,8,0,0,8,8,3,61.185038099996746,,,,,,61.18178029998671,,,,2,61.18511909998779,73330.6043189,61.185038099996746,63.178101799989236,63.21691049999208,63.23431669999263,3,63.23434999999881,73332.6535531,64.4431598999945,64.44319700000051,64.4456441999937,5,64.44567849999294,73333.8648851,,68.18383689998882,68.18387479998637,68.18393329999526,6,61.1850615000003,73330.6042647,63.23431669999263,079501,001,2025-09-01_15h16.09.467,Graz,,2025.1.1,35.405486647039496,2025-09-01 15h16.13.858871 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,9,9,0,0,9,9,6,68.21909919999598,,,,,,68.18404269999883,,,,2,68.21917649998795,73337.638376,68.21909919999598,70.19448049999482,70.23243910000019,70.27265590000025,4,70.27267869999923,73339.6918847,71.46086199999263,71.46089779998874,71.48865889999433,5,71.48868109998875,73340.9078836,,75.19653239999025,75.19656749999558,75.19662999999127,6,68.21912329999031,73337.6383268,,079501,001,2025-09-01_15h16.09.467,Graz,,2025.1.1,35.405486647039496,2025-09-01 15h16.13.858871 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,10,0,1,1,0,10,2,75.19925849999709,,,,,,75.19673569999577,,,,2,75.19937099999515,73344.6185766,75.19925849999709,77.22878710000077,77.26547189999837,77.28328340000007,3,77.2832977999933,73346.7024997,78.46229589999712,78.4623309999879,78.46494329998677,5,78.46496169999591,73347.8841666,,82.20103349999408,82.20107070000086,82.20113469999342,6,75.19927909999387,73344.6184844,,079501,001,2025-09-01_15h16.09.467,Graz,,2025.1.1,35.405486647039496,2025-09-01 15h16.13.858871 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,11,1,1,1,1,11,1,82.22904039999412,,,,,,82.20124509999005,,,,2,82.22911459999159,73351.6483141,82.22904039999412,84.22087429999374,84.25885919999564,84.29892189998645,3,84.2989455999923,73353.7181479,85.45925729999726,85.459294699991,85.46159069999703,5,85.46160489998874,73354.8808069,89.2224212000001,89.19447029998992,89.19449769999483,89.19453179999255,6,82.22906329999387,73351.6482658,,079501,001,2025-09-01_15h16.09.467,Graz,,2025.1.1,35.405486647039496,2025-09-01 15h16.13.858871 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,12,2,1,1,2,12,9,89.2224212000001,,,,,,89.19463579999865,,,,2,89.2224986999936,73358.6416985,89.2224212000001,91.22161749999213,91.26012339998852,91.2752327999915,4,91.27525500000047,73360.6944582,92.44551579999097,92.44555269999546,92.44859699999506,5,92.44861949999176,73361.8678231,96.21569589999854,96.18942539999261,96.18945459999668,96.1894886999944,6,89.22244929999579,73358.6416524,,079501,001,2025-09-01_15h16.09.467,Graz,,2025.1.1,35.405486647039496,2025-09-01 15h16.13.858871 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,13,3,1,1,3,13,6,96.21569589999854,,,,,,96.18959559999348,,,,2,96.21577959999559,73365.6349792,96.21569589999854,98.20092089999525,98.24300409998978,98.28045229999407,4,98.2804763999884,73367.6996794,99.48947089999274,99.48951119999401,99.49256249998871,5,99.49259080000047,73368.911794,,103.19495469999674,103.19499069999438,103.19505159999244,6,96.2157276999933,73365.6349311,,079501,001,2025-09-01_15h16.09.467,Graz,,2025.1.1,35.405486647039496,2025-09-01 15h16.13.858871 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,14,4,1,1,4,14,7,103.22312909999164,,,,,,103.19515849999152,,,,2,103.22322010000062,73372.6424198,103.22312909999164,105.24132319999626,105.27827739999339,105.29678129999957,4,105.29679509998823,73374.7159977,106.45772649999708,106.45776699999988,106.46088980000059,5,106.46094159998756,73375.8801496,,110.20894989999942,110.20898539999325,110.20904689999588,6,103.2231613999902,73372.6423659,,079501,001,2025-09-01_15h16.09.467,Graz,,2025.1.1,35.405486647039496,2025-09-01 15h16.13.858871 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,15,5,1,1,5,15,3,110.21163439999509,,,,,,110.20915239999886,,,,2,110.21171189998859,73379.6309118,110.21163439999509,112.21698619998642,112.25445809999655,112.29687969999213,3,112.29690289999417,73381.7161052,113.46364769998763,113.46368309999525,113.48976499999117,5,113.48978769998939,73382.9089899,,117.22185259999242,117.22189279999293,117.22195500000089,6,110.21165449998807,73379.6308579,,079501,001,2025-09-01_15h16.09.467,Graz,,2025.1.1,35.405486647039496,2025-09-01 15h16.13.858871 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,16,6,1,1,6,16,8,117.25107220000064,,,,,,117.22206279999227,,,,2,117.25114929999108,73386.6703487,117.25107220000064,119.24131999998644,119.27821739998762,119.34790369999246,4,119.34792669999297,73388.7671297,120.4840938999987,120.48413509999227,120.4871676999901,5,120.48721339998883,73389.9064197,,124.23913329999777,124.23917309999524,124.2392378999939,6,117.2510956999904,73386.6702986,,079501,001,2025-09-01_15h16.09.467,Graz,,2025.1.1,35.405486647039496,2025-09-01 15h16.13.858871 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,17,7,1,1,7,17,0,124.26538159999473,,,,,,124.2393594999885,,,,2,124.26546629999939,73393.684666,124.26538159999473,126.27840539999306,126.31561849999707,126.384722399991,3,126.38474589999532,73395.8039493,127.51328970000031,127.51332669999101,127.51662879998912,5,127.51665229999344,73396.9358557,,131.2417557000008,131.24179209998692,131.2418486999959,6,124.26540699999896,73393.6846104,,079501,001,2025-09-01_15h16.09.467,Graz,,2025.1.1,35.405486647039496,2025-09-01 15h16.13.858871 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\left_arrow.png,LEFT_MI_STIM,18,8,1,1,8,18,4,131.24442930000077,,,,,,131.24195679998957,,,,2,131.24448839999968,73400.6636881,131.24442930000077,133.22999359999085,133.2660879999894,133.3087235999992,3,133.30875599999854,73402.7279604,134.5051337999903,134.50516939999943,134.50820959999692,5,134.50823259999743,73403.927436,,138.26308710000012,138.2631299999921,138.26319800000056,6,131.24444439999934,73400.6636469,133.3087235999992,079501,001,2025-09-01_15h16.09.467,Graz,,2025.1.1,35.405486647039496,2025-09-01 15h16.13.858871 -0300,
C:\Users\User\Documents\GitHub\real_time_bci\stims\right_arrow.png,RIGHT_MI_STIM,19,9,1,1,9,19,5,138.26818400000047,,,,,,138.26331799999753,,,,2,138.26825719999033,73407.6874566,138.26818400000047,140.30088939999405,140.3390600999992,140.35827209999843,4,140.35829239999293,73409.7774947,141.51904669999203,141.5190819999989,141.54646679999132,5,141.54649199999403,73410.9656946,,145.27305530000012,145.2731017999904,145.27321559999837,6,138.26820529998804,73407.6874078,,079501,001,2025-09-01_15h16.09.467,Graz,,2025.1.1,35.405486647039496,2025-09-01 15h16.13.858871 -0300,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,145.29893409999204,73414.7181375,,,,,,,,,,
